,Bid,Ask,Open Int,time to maturity (years),log_moneyness,strike,Mid
1243,1.15,1.3,365,0.0136986301369863,-0.03777553367209006,2630,1.225
1245,1.25,1.4,825,0.0136986301369863,-0.035876197868437626,2635,1.325
1247,1.35,1.5,304,0.0136986301369863,-0.03398046270353839,2640,1.425
1249,1.45,1.65,234,0.0136986301369863,-0.03208831455150051,2645,1.5499999999999998
1251,1.6,1.8,2416,0.0136986301369863,-0.030199739863632405,2650,1.7000000000000002
1253,1.8,2.0,515,0.0136986301369863,-0.028314725167861116,2655,1.9
1255,2.0,2.2,882,0.0136986301369863,-0.026433257068155483,2660,2.1
1257,2.25,2.5,422,0.0136986301369863,-0.024555322243955353,2665,2.375
1259,2.55,2.8,1699,0.0136986301369863,-0.022680907449605086,2670,2.675
1261,2.9,3.2,904,0.0136986301369863,-0.020809999513793403,2675,3.05
1263,3.3,3.6,225,0.0136986301369863,-0.01894258533899788,2680,3.45
1265,3.7,4.1,1683,0.0136986301369863,-0.01707865190093521,2685,3.9
1267,4.3,4.6,315,0.0136986301369863,-0.015218186248015509,2690,4.449999999999999
1269,4.9,5.3,248,0.0136986301369863,-0.0133611755008028,2695,5.1
1271,5.7,6.1,1298,0.0136986301369863,-0.011507606851479802,2700,5.9
1273,6.6,7.0,227,0.0136986301369863,-0.009657467563318376,2705,6.8
1275,7.6,8.1,1735,0.0136986301369863,-0.007810744970153717,2710,7.85
1277,8.9,9.4,854,0.0136986301369863,-0.005967426475864516,2715,9.15
1279,10.3,10.9,237,0.0136986301369863,-0.004127499553857244,2720,10.600000000000001
1281,12.0,12.7,1211,0.0136986301369863,-0.0022909517465558244,2725,12.35
1283,14.0,14.8,309,0.0136986301369863,-0.00045777066489488533,2730,14.4
1285,16.1,17.4,827,0.0136986301369863,0.0013720560121813611,2735,16.75
1287,18.8,20.1,150,0.0136986301369863,0.003198540538215551,2740,19.450000000000003
1289,21.8,23.2,113,0.0136986301369863,0.005021695099730731,2745,22.5
1291,25.1,26.6,1553,0.0136986301369863,0.006841531816716784,2750,25.85
1293,28.6,30.2,510,0.0136986301369863,0.008658062743114531,2755,29.4
1295,32.5,34.1,270,0.0136986301369863,0.010471299867295437,2760,33.3
1297,36.5,38.2,1444,0.0136986301369863,0.012281255112534788,2765,37.35
1299,40.4,43.1,203,0.0136986301369863,0.01408794033748388,2770,41.75
1301,44.7,47.6,191,0.0136986301369863,0.01589136733663466,2775,46.150000000000006
1303,49.2,52.2,902,0.0136986301369863,0.01769154784078239,2780,50.7
1305,53.8,56.9,125,0.0136986301369863,0.019488493517484117,2785,55.349999999999994
1307,58.5,61.6,140,0.0136986301369863,0.021282215971511115,2790,60.05
1309,63.3,66.4,213,0.0136986301369863,0.023072726745299203,2795,64.85
1311,68.1,71.3,1036,0.0136986301369863,0.02486003731939504,2800,69.69999999999999
1313,72.9,76.1,423,0.0136986301369863,0.026644159112896304,2805,74.5
1315,77.8,81.0,411,0.0136986301369863,0.028425103483891143,2810,79.4
1317,80.8,88.6,186,0.0136986301369863,0.03020288172989053,2815,84.69999999999999
1319,85.8,93.7,100,0.0136986301369863,0.03197750508825891,2820,89.75
1321,90.4,97.9,138,0.0136986301369863,0.033748984736641036,2825,94.15
1323,96.0,103.6,151,0.0136986301369863,0.03551733179338311,2830,99.8
1325,100.5,107.8,205,0.0136986301369863,0.03728255731795211,2835,104.15
1327,104.7,112.8,80,0.0136986301369863,0.03904467231135147,2840,108.75
1329,111.0,118.4,207,0.0136986301369863,0.04080368771653112,2845,114.7
1331,115.5,123.5,224,0.0136986301369863,0.0425596144187959,2850,119.5
1333,118.4,131.2,73,0.0136986301369863,0.04431246324621036,2855,124.8
1335,125.5,135.3,75,0.0136986301369863,0.04606224496999791,2860,130.4
1337,130.4,140.3,62,0.0136986301369863,0.047808970304939656,2865,135.35000000000002
1339,135.5,145.7,25,0.0136986301369863,0.049552649909766586,2870,140.6
1341,141.2,150.2,180,0.0136986301369863,0.05129329438755048,2875,145.7
1343,143.4,156.2,21,0.0136986301369863,0.05303091428609136,2880,149.8
1345,150.3,160.2,17,0.0136986301369863,0.054765520098299755,2885,155.25
1347,153.3,164.3,16,0.0136986301369863,0.05649712226257753,2890,158.8
1349,160.4,170.2,20,0.0136986301369863,0.058225731163195384,2895,165.3
1351,165.4,175.2,36,0.0136986301369863,0.05995135713066503,2900,170.3
1353,168.3,180.2,25,0.0136986301369863,0.061674010442111314,2905,174.25
1355,173.3,186.1,10,0.0136986301369863,0.06339370132163799,2910,179.7
1357,178.3,191.1,0,0.0136986301369863,0.06511043994069242,2915,184.7
1359,183.3,195.1,0,0.0136986301369863,0.06682423641842718,2920,189.2
1361,188.3,200.1,0,0.0136986301369863,0.06853510082205669,2925,194.2
1363,193.3,205.2,1,0.0136986301369863,0.07024304316721268,2930,199.25
1365,198.3,210.1,0,0.0136986301369863,0.0719480734182966,2935,204.2
1367,205.4,215.1,0,0.0136986301369863,0.07365020148882694,2940,210.25
1369,210.4,220.1,0,0.0136986301369863,0.07534943724178679,2945,215.25
1371,215.4,225.7,1,0.0136986301369863,0.0770457904899653,2950,220.55
1373,220.4,230.7,0,0.0136986301369863,0.07873927099629824,2955,225.55
1375,225.3,235.7,0,0.0136986301369863,0.08042988847420579,2960,230.5
1377,230.2,241.0,0,0.0136986301369863,0.08211765258792564,2965,235.6
1379,235.3,245.1,0,0.0136986301369863,0.08380257295284499,2970,240.2
1381,240.2,250.8,0,0.0136986301369863,0.0854846591358299,2975,245.5
1383,245.3,257.4,0,0.0136986301369863,0.08716392065554977,2980,251.35
1385,250.2,262.3,0,0.0136986301369863,0.08884036698280218,2985,256.25
1387,255.3,267.4,0,0.0136986301369863,0.0905140075408319,2990,261.35
1389,265.2,277.3,0,0.0136986301369863,0.09385290880634647,3000,271.25
1391,275.3,287.4,0,0.0136986301369863,0.09718069889902109,3010,281.35
1393,285.3,297.4,0,0.0136986301369863,0.10049745152501495,3020,291.35
1395,290.3,302.4,0,0.0136986301369863,0.10215171162104154,3025,296.35
1397,295.3,307.4,0,0.0136986301369863,0.1038032396595146,3030,301.35
1399,305.3,317.4,0,0.0136986301369863,0.10709813555636712,3040,311.35
1401,315.3,327.4,0,0.0136986301369863,0.11038221075755698,3050,321.35
1403,361.4,378.5,0,0.0136986301369863,0.12664273162933723,3100,369.95
1405,415.3,427.4,0,0.0136986301369863,0.14264307297577852,3150,421.35
1407,465.3,477.4,0,0.0136986301369863,0.15839142994391764,3200,471.35
1409,0.0,0.1,582,0.01643835616438356,-0.47413112879959285,1700,0.05
1411,0.0,0.1,171,0.01643835616438356,-0.4169727149596442,1800,0.05
1413,0.0,0.1,2494,0.01643835616438356,-0.38957374077152973,1850,0.05
1415,0.0,0.1,2615,0.01643835616438356,-0.3629054936893685,1900,0.05
1417,0.0,0.05,3707,0.01643835616438356,-0.3369300072861077,1950,0.025
1419,0.0,0.1,74,0.01643835616438356,-0.31161219930181794,2000,0.05
1421,0.0,0.1,400,0.01643835616438356,-0.2869195867114464,2050,0.05
1423,0.1,0.15,590,0.01643835616438356,-0.26282203513238594,2100,0.125
1425,0.05,0.15,569,0.01643835616438356,-0.23929153772219178,2150,0.1
1427,0.1,0.2,94,0.01643835616438356,-0.21630201949749311,2200,0.15000000000000002
1429,0.1,0.25,2,0.01643835616438356,-0.21176686433210176,2210,0.175
1431,0.1,0.25,2,0.01643835616438356,-0.2072521839775752,2220,0.175
1433,0.1,0.25,53,0.01643835616438356,-0.20500246424355964,2225,0.175
1435,0.1,0.25,0,0.01643835616438356,-0.20275779438973582,2230,0.175
1437,0.1,0.25,0,0.01643835616438356,-0.1982835139948148,2240,0.175
1439,0.1,0.25,727,0.01643835616438356,-0.19382916364543445,2250,0.175
1441,0.1,0.3,24,0.01643835616438356,-0.18939456657756878,2260,0.2
1443,0.15,0.3,0,0.01643835616438356,-0.1849795483684519,2270,0.22499999999999998
1445,0.15,0.3,102,0.01643835616438356,-0.1827793274588495,2275,0.22499999999999998
1447,0.15,0.3,22,0.01643835616438356,-0.18058393689541388,2280,0.22499999999999998
1449,0.15,0.3,314,0.01643835616438356,-0.17620756229561493,2290,0.22499999999999998
1451,0.25,0.3,1062,0.01643835616438356,-0.17185025692665928,2300,0.275
1453,0.2,0.35,50,0.01643835616438356,-0.16751185532806104,2310,0.275
1455,0.2,0.35,1,0.01643835616438356,-0.1631921941835447,2320,0.275
1457,0.2,0.35,66,0.01643835616438356,-0.16103934082244356,2325,0.275
1459,0.2,0.35,47,0.01643835616438356,-0.15889111228415403,2330,0.275
1461,0.25,0.35,0,0.01643835616438356,-0.1567474887409026,2335,0.3
1463,0.25,0.35,187,0.01643835616438356,-0.15460845049215322,2340,0.3
1465,0.25,0.4,37,0.01643835616438356,-0.1524739779635205,2345,0.325
1467,0.25,0.4,251,0.01643835616438356,-0.15034405170569562,2350,0.325
1469,0.25,0.4,50,0.01643835616438356,-0.1482186523933822,2355,0.325
1471,0.3,0.4,108,0.01643835616438356,-0.14609776082424458,2360,0.35
1473,0.3,0.4,50,0.01643835616438356,-0.1439813579178669,2365,0.35
1475,0.3,0.4,55,0.01643835616438356,-0.1418694247147234,2370,0.35
1477,0.3,0.45,780,0.01643835616438356,-0.13976194237515874,2375,0.375
1479,0.3,0.45,60,0.01643835616438356,-0.13765889217837995,2380,0.375
1481,0.35,0.45,130,0.01643835616438356,-0.13556025552145864,2385,0.4
1483,0.35,0.45,58,0.01643835616438356,-0.13346601391834392,2390,0.4
1485,0.35,0.45,5,0.01643835616438356,-0.1313761489988847,2395,0.4
1487,0.35,0.5,4311,0.01643835616438356,-0.12929064250786335,2400,0.425
1489,0.35,0.5,20,0.01643835616438356,-0.1272094763040387,2405,0.425
1491,0.4,0.5,0,0.01643835616438356,-0.1251326323591996,2410,0.45
1493,0.4,0.5,18,0.01643835616438356,-0.12306009275722725,2415,0.45
1495,0.4,0.5,3,0.01643835616438356,-0.12099183969316826,2420,0.45
1497,0.4,0.55,768,0.01643835616438356,-0.11892785547231668,2425,0.47500000000000003
1499,0.45,0.55,41,0.01643835616438356,-0.11686812250930614,2430,0.5
1501,0.45,0.55,21,0.01643835616438356,-0.11481262332721015,2435,0.5
1503,0.45,0.6,286,0.01643835616438356,-0.11276134055665267,2440,0.525
1505,0.45,0.6,20,0.01643835616438356,-0.11071425693492785,2445,0.525
1507,0.5,0.6,781,0.01643835616438356,-0.10867135530512761,2450,0.55
1509,0.5,0.65,11,0.01643835616438356,-0.10663261861527937,2455,0.575
1511,0.5,0.65,128,0.01643835616438356,-0.10459802991749173,2460,0.575
1513,0.5,0.65,31,0.01643835616438356,-0.10256757236710977,2465,0.575
1515,0.55,0.7,57,0.01643835616438356,-0.1005412292218774,2470,0.625
1517,0.55,0.7,80,0.01643835616438356,-0.09851898384110964,2475,0.625
1519,0.55,0.7,120,0.01643835616438356,-0.09650081968487237,2480,0.625
1521,0.55,0.75,0,0.01643835616438356,-0.09448672031317115,2485,0.65
1523,0.6,0.75,94,0.01643835616438356,-0.09247666938514698,2490,0.675
1525,0.6,0.75,10,0.01643835616438356,-0.09047065065828128,2495,0.675
1527,0.6,0.8,752,0.01643835616438356,-0.0884686479876081,2500,0.7
1529,0.65,0.8,36,0.01643835616438356,-0.08647064532493508,2505,0.7250000000000001
1531,0.65,0.85,7,0.01643835616438356,-0.08447662671807071,2510,0.75
1533,0.7,0.85,14,0.01643835616438356,-0.08248657631006073,2515,0.7749999999999999
1535,0.7,0.85,153,0.01643835616438356,-0.08050047833843124,2520,0.7749999999999999
1537,0.7,0.9,219,0.01643835616438356,-0.07851831713444006,2525,0.8
1539,0.75,0.9,50,0.01643835616438356,-0.07654007712233438,2530,0.825
1541,0.75,0.95,95,0.01643835616438356,-0.07456574281861678,2535,0.85
1543,0.8,0.95,381,0.01643835616438356,-0.07259529883131796,2540,0.875
1545,0.8,1.0,17,0.01643835616438356,-0.07062872985927714,2545,0.9
1547,0.85,1.0,1496,0.01643835616438356,-0.06866602069142846,2550,0.925
1549,0.9,1.05,40,0.01643835616438356,-0.0667071562060955,2555,0.9750000000000001
1551,0.9,1.1,56,0.01643835616438356,-0.06475212137029207,2560,1.0
1553,0.95,1.1,271,0.01643835616438356,-0.06280090123903036,2565,1.025
1555,1.0,1.15,248,0.01643835616438356,-0.06085348095463481,2570,1.075
1557,1.05,1.2,422,0.01643835616438356,-0.0589098457460638,2575,1.125
1559,1.1,1.25,326,0.01643835616438356,-0.05696998092823712,2580,1.175
1561,1.15,1.3,397,0.01643835616438356,-0.05503387190137076,2585,1.225
1563,1.2,1.35,144,0.01643835616438356,-0.05310150415031686,2590,1.275
1565,1.25,1.4,247,0.01643835616438356,-0.05117286324391131,2595,1.325
1567,1.35,1.45,531,0.01643835616438356,-0.04924793483432682,2600,1.4
1569,1.45,1.55,281,0.01643835616438356,-0.047326704656432975,2605,1.5
1571,1.5,1.65,118,0.01643835616438356,-0.0454091585271612,2610,1.575
1573,1.65,1.75,424,0.01643835616438356,-0.04349528234487705,2615,1.7
1575,1.75,1.9,398,0.01643835616438356,-0.0415850620887577,2620,1.825
1577,1.9,2.05,5483,0.01643835616438356,-0.039678483818176145,2625,1.9749999999999999
1579,2.05,2.15,1116,0.01643835616438356,-0.03777553367209006,2630,2.0999999999999996
1581,2.2,2.4,266,0.01643835616438356,-0.035876197868437626,2635,2.3
1583,2.4,2.6,170,0.01643835616438356,-0.03398046270353839,2640,2.5
1585,2.65,2.85,157,0.01643835616438356,-0.03208831455150051,2645,2.75
1587,2.9,3.1,1382,0.01643835616438356,-0.030199739863632405,2650,3.0
1589,3.2,3.4,259,0.01643835616438356,-0.028314725167861116,2655,3.3
1591,3.5,3.7,1963,0.01643835616438356,-0.026433257068155483,2660,3.6
1593,3.9,4.1,309,0.01643835616438356,-0.024555322243955353,2665,4.0
1595,4.3,4.6,384,0.01643835616438356,-0.022680907449605086,2670,4.449999999999999
1597,4.8,5.0,2466,0.01643835616438356,-0.020809999513793403,2675,4.9
1599,5.3,5.6,919,0.01643835616438356,-0.01894258533899788,2680,5.449999999999999
1601,5.9,6.2,286,0.01643835616438356,-0.01707865190093521,2685,6.050000000000001
1603,6.6,7.0,1450,0.01643835616438356,-0.015218186248015509,2690,6.8
1605,7.4,7.8,422,0.01643835616438356,-0.0133611755008028,2695,7.6
1607,8.3,8.7,8677,0.01643835616438356,-0.011507606851479802,2700,8.5
1609,9.4,9.8,151,0.01643835616438356,-0.009657467563318376,2705,9.600000000000001
1611,10.5,11.0,340,0.01643835616438356,-0.007810744970153717,2710,10.75
1613,11.9,12.4,192,0.01643835616438356,-0.005967426475864516,2715,12.15
1615,13.4,14.0,729,0.01643835616438356,-0.004127499553857244,2720,13.7
1617,15.2,15.8,1887,0.01643835616438356,-0.0022909517465558244,2725,15.5
1619,17.2,18.1,2651,0.01643835616438356,-0.00045777066489488533,2730,17.65
1621,19.3,20.5,80,0.01643835616438356,0.0013720560121813611,2735,19.9
1623,21.9,23.1,1359,0.01643835616438356,0.003198540538215551,2740,22.5
1625,24.6,26.0,84,0.01643835616438356,0.005021695099730731,2745,25.3
1627,27.7,29.2,5105,0.01643835616438356,0.006841531816716784,2750,28.45
1629,31.0,32.6,200,0.01643835616438356,0.008658062743114531,2755,31.8
1631,34.6,36.2,201,0.01643835616438356,0.010471299867295437,2760,35.400000000000006
1633,38.4,40.0,270,0.01643835616438356,0.012281255112534788,2765,39.2
1635,42.4,44.1,3135,0.01643835616438356,0.01408794033748388,2770,43.25
1637,46.6,48.3,4247,0.01643835616438356,0.01589136733663466,2775,47.45
1639,50.6,53.3,1117,0.01643835616438356,0.01769154784078239,2780,51.95
1641,55.1,57.8,169,0.01643835616438356,0.019488493517484117,2785,56.45
1643,59.5,62.4,236,0.01643835616438356,0.021282215971511115,2790,60.95
1645,64.2,67.1,63,0.01643835616438356,0.023072726745299203,2795,65.65
1647,68.8,71.8,2300,0.01643835616438356,0.02486003731939504,2800,70.3
1649,73.6,76.6,451,0.01643835616438356,0.026644159112896304,2805,75.1
1651,78.4,81.4,103,0.01643835616438356,0.028425103483891143,2810,79.9
1653,83.2,86.3,126,0.01643835616438356,0.03020288172989053,2815,84.75
1655,88.1,91.2,84,0.01643835616438356,0.03197750508825891,2820,89.65
1657,90.7,98.2,239,0.01643835616438356,0.033748984736641036,2825,94.45
1659,95.9,103.3,74,0.01643835616438356,0.03551733179338311,2830,99.6
1661,100.8,108.6,249,0.01643835616438356,0.03728255731795211,2835,104.69999999999999
1663,105.6,113.6,201,0.01643835616438356,0.03904467231135147,2840,109.6
1665,110.6,118.6,203,0.01643835616438356,0.04080368771653112,2845,114.6
1667,115.5,123.6,429,0.01643835616438356,0.0425596144187959,2850,119.55
1669,118.2,130.4,148,0.01643835616438356,0.04431246324621036,2855,124.30000000000001
1671,125.5,135.3,46,0.01643835616438356,0.04606224496999791,2860,130.4
1673,128.4,140.3,79,0.01643835616438356,0.047808970304939656,2865,134.35000000000002
1675,135.5,145.3,33,0.01643835616438356,0.049552649909766586,2870,140.4
1677,138.4,150.2,54,0.01643835616438356,0.05129329438755048,2875,144.3
1679,143.1,155.2,97,0.01643835616438356,0.05303091428609136,2880,149.14999999999998
1681,148.1,160.2,52,0.01643835616438356,0.054765520098299755,2885,154.14999999999998
1683,155.4,165.2,120,0.01643835616438356,0.05649712226257753,2890,160.3
1685,160.4,170.2,46,0.01643835616438356,0.058225731163195384,2895,165.3
1687,165.4,175.2,26,0.01643835616438356,0.05995135713066503,2900,170.3
1689,170.4,180.2,0,0.01643835616438356,0.061674010442111314,2905,175.3
1691,176.2,186.2,30,0.01643835616438356,0.06339370132163799,2910,181.2
1693,180.4,190.6,0,0.01643835616438356,0.06511043994069242,2915,185.5
1695,183.2,195.1,2,0.01643835616438356,0.06682423641842718,2920,189.14999999999998
1697,190.3,200.2,0,0.01643835616438356,0.06853510082205669,2925,195.25
1699,193.2,205.1,0,0.01643835616438356,0.07024304316721268,2930,199.14999999999998
1701,200.2,210.2,0,0.01643835616438356,0.0719480734182966,2935,205.2
1703,205.3,215.9,1,0.01643835616438356,0.07365020148882694,2940,210.60000000000002
1705,210.2,220.1,0,0.01643835616438356,0.07534943724178679,2945,215.14999999999998
1707,215.3,225.1,15,0.01643835616438356,0.0770457904899653,2950,220.2
1709,220.3,230.0,0,0.01643835616438356,0.07873927099629824,2955,225.15
1711,225.3,236.0,0,0.01643835616438356,0.08042988847420579,2960,230.65
1713,230.3,240.1,0,0.01643835616438356,0.08211765258792564,2965,235.2
1715,235.3,245.0,0,0.01643835616438356,0.08380257295284499,2970,240.15
1717,240.3,250.7,0,0.01643835616438356,0.0854846591358299,2975,245.5
1719,245.3,257.4,0,0.01643835616438356,0.08716392065554977,2980,251.35
1721,250.3,262.4,0,0.01643835616438356,0.08884036698280218,2985,256.35
1723,255.3,267.4,0,0.01643835616438356,0.0905140075408319,2990,261.35
1725,260.3,272.4,0,0.01643835616438356,0.09218485170564938,2995,266.35
1727,261.5,278.5,0,0.01643835616438356,0.09385290880634647,3000,270.0
1729,275.3,287.4,0,0.01643835616438356,0.09718069889902109,3010,281.35
1731,285.3,297.4,0,0.01643835616438356,0.10049745152501495,3020,291.35
1733,290.3,302.4,0,0.01643835616438356,0.10215171162104154,3025,296.35
1735,291.5,309.2,0,0.01643835616438356,0.1038032396595146,3030,300.35
1737,305.1,317.2,0,0.01643835616438356,0.10709813555636712,3040,311.15
1739,316.4,328.4,0,0.01643835616438356,0.11038221075755698,3050,322.4
1741,365.2,377.3,0,0.01643835616438356,0.12664273162933723,3100,371.25
1743,411.2,428.4,100,0.01643835616438356,0.14264307297577852,3150,419.79999999999995
1745,465.2,477.3,0,0.01643835616438356,0.15839142994391764,3200,471.25
1747,0.0,0.05,36798,0.021917808219178082,-0.7423951153942722,1300,0.025
1749,0.0,0.05,1020,0.021917808219178082,-0.6682871432405503,1400,0.025
1751,0.0,0.05,360,0.021917808219178082,-0.5992942717535988,1500,0.025
1753,0.0,0.05,257,0.021917808219178082,-0.5347557506160276,1600,0.025
1755,0.0,0.05,259,0.021917808219178082,-0.5039840919492738,1650,0.025
1757,0.0,0.1,2516,0.021917808219178082,-0.47413112879959285,1700,0.05
1759,0.0,0.1,452,0.021917808219178082,-0.44514359192634045,1750,0.05
1761,0.0,0.1,1165,0.021917808219178082,-0.4169727149596442,1800,0.05
1763,0.0,0.1,4546,0.021917808219178082,-0.38957374077152973,1850,0.05
1765,0.05,0.15,3368,0.021917808219178082,-0.3629054936893685,1900,0.1
1767,0.05,0.15,8240,0.021917808219178082,-0.3369300072861077,1950,0.1
1769,0.15,0.2,2178,0.021917808219178082,-0.31161219930181794,2000,0.175
1771,0.2,0.25,1268,0.021917808219178082,-0.2991896793032607,2025,0.225
1773,0.2,0.25,1044,0.021917808219178082,-0.2869195867114464,2050,0.225
1775,0.15,0.3,0,0.021917808219178082,-0.2772107725844855,2070,0.22499999999999998
1777,0.25,0.3,1463,0.021917808219178082,-0.2747982261791016,2075,0.275
1779,0.15,0.3,10,0.021917808219178082,-0.27239148614853664,2080,0.22499999999999998
1781,0.15,0.3,63,0.021917808219178082,-0.26759531388504354,2090,0.22499999999999998
1783,0.15,0.3,5313,0.021917808219178082,-0.26282203513238594,2100,0.22499999999999998
1785,0.2,0.3,18,0.021917808219178082,-0.25807143237378805,2110,0.25
1787,0.2,0.35,237,0.021917808219178082,-0.2533432911778422,2120,0.275
1789,0.2,0.35,4077,0.021917808219178082,-0.25098757748538303,2125,0.275
1791,0.2,0.35,265,0.021917808219178082,-0.24863740014042945,2130,0.275
1793,0.2,0.35,855,0.021917808219178082,-0.23929153772219178,2150,0.275
